English Name,Scientific Name,SoIB 2023 Priority Status,SoIB 2023 Long-term Trend Status,SoIB 2023 Current Annual Trend Status,SoIB 2023 Distribution Range Size Status,eBird English Name 2022,eBird Scientific Name 2022,BLI English Name 2022,BLI Scientific Name 2022,Order,Family,Breeding Activity Period,Non-breeding Activity Period,Diet Guild,Endemicity,Endemic to India,Endemic to Subcontinent,Endemic to Himalaya,Habitat Specialization,Migratory Status within India,Restricted to Islands,IUCN Category,WPA Schedule,CITES Appendix,CMS Appendix,1% Population Threshold,Selected for SoIB,Selected for Long-term Trend,Selected for Current Annual Trend,Long-term Trend LCI,Long-term Trend Mean,Long-term Trend UCI,Current Annual Trend LCI,Current Annual Trend Mean,Current Annual Trend UCI,Distribution Range Size LCI,Distribution Range Size Mean,Distribution Range Size UCI,Number of Grids,Range Coverage (Pre-2000),Range Coverage (Current),Range Coverage (2022),Grid Coverage Mean,Grid Coverage CI,Projected % Decline in 3 Generations,Regional Red List Category,SoIB 2020 Concern Status,SoIB 2020 Long-term Trend Status,SoIB 2020 Current Annual Trend Status,SoIB 2020 Distribution Range Size Status
White-browed Shrike-babbler,Pteruthius aeralatus,Low,Trend Inconclusive,Trend Inconclusive,Moderate,White-browed Shrike-Babbler,Pteruthius aeralatus,White-browed Shrike-babbler,Pteruthius aeralatus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-9.6,15.6,52.9,4.6,9.7,14.9,104210,104700,105190,151,11,35,52,12,1,,,Moderate,Data Deficient,Data Deficient,Moderate
Green Shrike-babbler,Pteruthius xanthochlorus,Low,Insufficient Data,Trend Inconclusive,Moderate,Green Shrike-Babbler,Pteruthius xanthochlorus,Green Shrike-babbler,Pteruthius xanthochlorus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,FALSE,TRUE,,,,-5.2,-0.3,4.5,51280,51890,52500,66,12,34,45,13,2,,,Low,Data Deficient,Uncertain,Moderate
Black-eared Shrike-babbler,Pteruthius melanotis,Low,Insufficient Data,Trend Inconclusive,Moderate,Black-eared Shrike-Babbler,Pteruthius melanotis,Green Shrike-babbler,Pteruthius melanotis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,FALSE,TRUE,,,,-4.9,0.2,5.3,48220,48800,49380,62,18,33,50,10,2,,,,,,
Clicking Shrike-babbler,Pteruthius intermedius,,,,,Clicking Shrike-Babbler,Pteruthius intermedius,Chestnut-fronted Shrike-babbler,Pteruthius aenobarbus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Uncertain,FALSE,Not Recognised,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
White-bellied Erpornis,Erpornis zantholeuca,Low,Insufficient Data,Trend Inconclusive,Moderate,White-bellied Erpornis,Erpornis zantholeuca,White-bellied Erpornis,Erpornis zantholeuca,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,FALSE,TRUE,,,,0.3,5.1,10,89960,90560,91160,128,15,29,45,10,1,,,Low,Data Deficient,Uncertain,Moderate
Mangrove Whistler,Pachycephala cinerea,,,,,Mangrove Whistler,Pachycephala cinerea,Mangrove Whistler,Pachycephala cinerea,Passeriformes,Pachycephalidae (Whistlers and Allies),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,30,10,36,57,7,2,,,,,,
Eurasian Golden Oriole,Oriolus oriolus,,,,,Eurasian Golden Oriole,Oriolus oriolus,Eurasian Golden Oriole,Oriolus oriolus,Passeriformes,Oriolidae (Old World Orioles),Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Indian Golden Oriole,Oriolus kundoo,Low,Trend Inconclusive,Stable,Large,Indian Golden Oriole,Oriolus kundoo,Indian Golden Oriole,Oriolus kundoo,Passeriformes,Oriolidae (Old World Orioles),Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-24.8,-14.5,-3.7,-0.7,0.7,2.1,981700,982250,982800,2304,10,41,57,11,0,,,Low,Stable,Uncertain,Large
Black-naped Oriole,Oriolus chinensis,Low,Stable,Stable,Large,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Oriolus chinensis,Passeriformes,Oriolidae (Old World Orioles),Diurnal,Diurnal,Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-24.8,-6.4,14.9,-3.7,-1.8,0.2,304640,305200,305760,456,6,38,50,15,1,,,Low,Uncertain,Uncertain,Moderate
Slender-billed Oriole,Oriolus tenuirostris,High,Insufficient Data,Insufficient Data,Very Restricted,Slender-billed Oriole,Oriolus tenuirostris,Slender-billed Oriole,Oriolus tenuirostris,Passeriformes,Oriolidae (Old World Orioles),Diurnal,Diurnal,Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Summer Migrant & Localized Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,FALSE,FALSE,,,,,,,2400,2510,2620,12,,26,58,12,3,,,,,,
Black-hooded Oriole,Oriolus xanthornus,Low,Stable,Stable,Large,Black-hooded Oriole,Oriolus xanthornus,Black-hooded Oriole,Oriolus xanthornus,Passeriformes,Oriolidae (Old World Orioles),Diurnal,Diurnal,Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-21.7,-7.1,9.4,-0.5,1.5,3.5,788860,789200,789540,1596,10,42,60,10,0,,,Low,Stable,Uncertain,Large
Maroon Oriole,Oriolus traillii,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Maroon Oriole,Oriolus traillii,Maroon Oriole,Oriolus traillii,Passeriformes,Oriolidae (Old World Orioles),Diurnal,Diurnal,Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,18.5,50.5,92,0.2,3.5,6.7,127210,127730,128250,263,10,35,52,11,1,,,Low,Uncertain,Uncertain,Moderate
Ashy Woodswallow,Artamus fuscus,Low,Trend Inconclusive,Stable,Large,Ashy Woodswallow,Artamus fuscus,Ashy Woodswallow,Artamus fuscus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-45.1,-35.6,-24.2,-2.3,-0.5,1.4,688670,689170,689670,1033,12,43,56,13,0,,,Moderate,Stable,Strong Decline,Large
White-breasted Woodswallow,Artamus leucorynchus,,,,,White-breasted Woodswallow,Artamus leucorynchus,White-breasted Woodswallow,Artamus leucoryn,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,TRUE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,22,,38,55,7,2,,,,,,
Malabar Woodshrike,Tephrodornis sylvicola,Moderate,Decline,Stable,Moderate,Malabar Woodshrike,Tephrodornis sylvicola,Malabar Woodshrike,Tephrodornis sylvicola,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",Diurnal,Diurnal,Invertebrate,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-65.2,-55.8,-44.2,-2.7,-0.1,2.5,81440,81600,81760,144,26,60,69,21,1,,,Moderate,Strong Decline,Uncertain,Moderate
Large Woodshrike,Tephrodornis virgatus,Moderate,Decline,Trend Inconclusive,Moderate,Large Woodshrike,Tephrodornis virgatus,Large Woodshrike,Tephrodornis virgatus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-56.6,-43.5,-25.1,-5.3,-3.1,-0.8,105370,105970,106570,151,16,32,50,11,1,,,Low,Uncertain,Uncertain,Moderate
Common Woodshrike,Tephrodornis pondicerianus,Moderate,Rapid Decline,Stable,Very Large,Common Woodshrike,Tephrodornis pondicerianus,Common Woodshrike,Tephrodornis pondicerianus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-64.2,-58.8,-53.5,-2,-0.5,0.9,1428650,1429300,1429950,1831,9,35,52,12,0,,,High,Strong Decline,Strong Decline,Very Large
Bar-winged Flycatcher-shrike,Hemipus picatus,Low,Trend Inconclusive,Increase,Large,Bar-winged Flycatcher-shrike,Hemipus picatus,Bar-winged Flycatcher-shrike,Hemipus picatus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-40.3,-29.2,-15.1,1.8,4.2,6.5,290800,291240,291680,453,15,39,54,15,1,,,Moderate,Moderate Decline,Uncertain,Large
Common Iora,Aegithina tiphia,Low,Trend Inconclusive,Increase,Very Large,Common Iora,Aegithina tiphia,Common Iora,Aegithina tiphia,Passeriformes,Aegithinidae (Ioras),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-27.4,-17.6,-7.6,2.1,3.8,5.5,1579630,1580110,1580590,2355,10,43,61,10,0,,,Moderate,Moderate Decline,Moderate Decline,Very Large
Marshall's Iora,Aegithina nigrolutea,Moderate,Insufficient Data,Insufficient Data,Moderate,White-tailed Iora,Aegithina nigrolutea,Marshall's Iora,Aegithina nigrolutea,Passeriformes,Aegithinidae (Ioras),Diurnal,Diurnal,Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,FALSE,,,,,,,143140,143690,144240,173,6,29,51,14,1,,,Low,Data Deficient,Uncertain,Moderate
White-throated Fantail,Rhipidura albicollis,Low,Increase,Stable,Large,White-throated Fantail,Rhipidura albicollis,White-throated Fantail,Rhipidura albicollis,Passeriformes,Rhipiduridae (Fantails),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,35.5,62.5,94.2,-0.9,0.7,2.4,378680,379190,379700,557,9,39,63,10,0,,,Low,Uncertain,Uncertain,Large
Spot-breasted Fantail,Rhipidura albogularis,Low,Rapid Increase,Trend Inconclusive,Large,Spot-breasted Fantail,Rhipidura albogularis,White-spotted Fantail,Rhipidura albogularis,Passeriformes,Rhipiduridae (Fantails),Diurnal,Diurnal,Invertebrate,Mainland India,TRUE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,95.5,135.5,180.5,8.1,10.8,13.5,558810,559300,559790,760,5,38,62,12,0,,,Low,Uncertain,Strong Increase,Large
White-browed Fantail,Rhipidura aureola,Moderate,Decline,Trend Inconclusive,Large,White-browed Fantail,Rhipidura aureola,White-browed Fantail,Rhipidura aureola,Passeriformes,Rhipiduridae (Fantails),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-50.3,-41.2,-29,-3.6,-2.2,-0.9,762590,763180,763770,1011,6,31,48,11,0,,,Low,Stable,Uncertain,Large
Black Drongo,Dicrurus macrocercus,Low,Trend Inconclusive,Stable,Very Large,Black Drongo,Dicrurus macrocercus,Black Drongo,Dicrurus macrocercus,Passeriformes,Dicruridae (Drongos),Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,19.8,31.4,44.6,-1.1,0,1,1898950,1898950,1898950,3946,10,49,67,8,0,,,Low,Stable,Moderate Decline,Very Large
Ashy Drongo,Dicrurus leucophaeus,Low,Stable,Stable,Very Large,Ashy Drongo,Dicrurus leucophaeus,Ashy Drongo,Dicrurus leucophaeus,Passeriformes,Dicruridae (Drongos),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Within-India Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-14.3,1.2,20.6,-0.3,1.9,4,1032030,1032510,1032990,1806,11,41,57,12,0,,,Low,Stable,Uncertain,Moderate
White-bellied Drongo,Dicrurus caerulescens,Moderate,Decline,Trend Inconclusive,Large,White-bellied Drongo,Dicrurus caerulescens,White-bellied Drongo,Dicrurus caerulescens,Passeriformes,Dicruridae (Drongos),Diurnal,Diurnal,Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-45.8,-37.3,-26.6,-3.3,-1.9,-0.5,858220,858790,859360,1151,8,34,49,11,0,,,Moderate,Stable,Strong Decline,Large
Crow-billed Drongo,Dicrurus annectens,,,,,Crow-billed Drongo,Dicrurus annectens,Crow-billed Drongo,Dicrurus annectens,Passeriformes,Dicruridae (Drongos),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,21,5,11,24,16,3,,,,,,
Bronzed Drongo,Dicrurus aeneus,Low,Trend Inconclusive,Trend Inconclusive,Large,Bronzed Drongo,Dicrurus aeneus,Bronzed Drongo,Dicrurus aeneus,Passeriformes,Dicruridae (Drongos),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-38.6,-27.1,-12.6,0.8,3.1,5.3,447800,448190,448580,732,16,46,62,13,1,,,Low,Stable,Uncertain,Large
Lesser Racket-tailed Drongo,Dicrurus remifer,Moderate,Stable,Decline,Moderate,Lesser Racket-tailed Drongo,Dicrurus remifer,Lesser Racquet-tailed Drongo,Dicrurus remifer,Passeriformes,Dicruridae (Drongos),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-24,-3,29.2,-7,-5,-3,82240,82240,82240,219,11,33,47,11,1,26,,Low,Uncertain,Uncertain,Moderate
Hair-crested Drongo,Dicrurus hottentottus,Moderate,Decline,Trend Inconclusive,Large,Hair-crested Drongo,Dicrurus hottentottus,Hair-crested Drongo,Dicrurus hottentottus,Passeriformes,Dicruridae (Drongos),Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-47.7,-38.1,-27,-3.8,-2.3,-0.8,313260,313760,314260,583,14,37,50,13,1,,,Low,Uncertain,Uncertain,Moderate
Andaman Drongo,Dicrurus andamanensis,High,Insufficient Data,Rapid Decline,Restricted,Andaman Drongo,Dicrurus andamanensis,Andaman Drongo,Dicrurus andamanensis,Passeriformes,Dicruridae (Drongos),Diurnal,Diurnal,Invertebrate,Andaman Islands,FALSE,FALSE,FALSE,Forest,Resident,TRUE,Least Concern,Schedule-II,,,,TRUE,FALSE,TRUE,,,,-7.1,-5.5,-3.9,5360,5370,5380,26,8,57,77,6,2,,,Moderate,Data Deficient,Uncertain,Restricted
Greater Racket-tailed Drongo,Dicrurus paradiseus,Low,Trend Inconclusive,Trend Inconclusive,Large,Greater Racket-tailed Drongo,Dicrurus paradiseus,Greater Racquet-tailed Drongo,Dicrurus paradiseus,Passeriformes,Dicruridae (Drongos),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-37.2,-27.5,-17,0.2,2,3.7,501320,501670,502020,836,15,46,62,13,0,,,Moderate,Moderate Decline,Uncertain,Large
Black-naped Monarch,Hypothymis azurea,Low,Trend Inconclusive,Stable,Large,Black-naped Monarch,Hypothymis azurea,Black-naped Monarch,Hypothymis azurea,Passeriformes,Monarchidae (Monarch Flycatchers),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-41.3,-30,-18.4,-2,-0.2,1.6,515540,516010,516480,1047,9,39,56,13,0,,,Moderate,Moderate Decline,Uncertain,Large
Amur Paradise-flycatcher,Terpsiphone incei,,,,,Amur Paradise-Flycatcher,Terpsiphone incei,Chinese Paradise-flycatcher,Terpsiphone incei,Passeriformes,Monarchidae (Monarch Flycatchers),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,2,,50,50,12,13,,,,,,
Blyth's Paradise-flycatcher,Terpsiphone affinis,,,,,Blyth's Paradise-Flycatcher,Terpsiphone affinis,Oriental Paradise-flycatcher,Terpsiphone affinis,Passeriformes,Monarchidae (Monarch Flycatchers),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,31,3,24,52,11,2,,,,,,
Indian Paradise-flycatcher,Terpsiphone paradisi,Low,Trend Inconclusive,Stable,Large,Indian Paradise-Flycatcher,Terpsiphone paradisi,Indian Paradise-flycatcher,Terpsiphone paradisi,Passeriformes,Monarchidae (Monarch Flycatchers),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-31.4,-22.3,-11.5,-1.8,-0.5,0.8,725130,725600,726070,1731,9,43,58,12,0,,,Low,Stable,Uncertain,Large
Red-backed Shrike,Lanius collurio,,,,,Red-backed Shrike,Lanius collurio,Red-backed Shrike,Lanius collurio,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Passage Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,43,2,21,53,12,2,,,,,,
Red-tailed Shrike,Lanius phoenicuroides,,,,,Red-tailed Shrike,Lanius phoenicuroides,Red-tailed Shrike,Lanius phoenicuroides,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Passage Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,36,3,21,61,12,2,,,,,,
Isabelline Shrike,Lanius isabellinus,High,Decline,Rapid Decline,Large,Isabelline Shrike,Lanius isabellinus,Isabelline Shrike,Lanius isabellinus,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-60.4,-50.4,-38.8,-7.8,-6.5,-5.1,397000,397690,398380,477,5,29,40,11,1,41,,Low,Uncertain,Uncertain,Large
Brown Shrike,Lanius cristatus,Low,Trend Inconclusive,Stable,Very Large,Brown Shrike,Lanius cristatus,Brown Shrike,Lanius cristatus,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-34.6,-24,-12.1,-1.5,0,1.6,1192090,1192610,1193130,1669,11,40,57,12,0,,,Low,Stable,Moderate Decline,Large
Burmese Shrike,Lanius collurioides,,,,,Burmese Shrike,Lanius collurioides,Burmese Shrike,Lanius collurioides,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,9,,25,33,11,3,,,,,,
Bay-backed Shrike,Lanius vittatus,Low,Decline,Stable,Very Large,Bay-backed Shrike,Lanius vittatus,Bay-backed Shrike,Lanius vittatus,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-59.2,-53.8,-47.3,-2.5,-1.1,0.3,1148070,1148630,1149190,1860,7,34,49,11,0,,,Moderate,Moderate Decline,Uncertain,Very Large
Long-tailed Shrike,Lanius schach,Low,Trend Inconclusive,Stable,Very Large,Long-tailed Shrike,Lanius schach,Long-tailed Shrike,Lanius schach,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-37.1,-29.3,-20.9,-2.2,-1.1,0.1,1724110,1724570,1725030,2884,10,39,56,10,0,,,Moderate,Stable,Strong Decline,Large
Grey-backed Shrike,Lanius tephronotus,Low,Trend Inconclusive,Stable,Moderate,Gray-backed Shrike,Lanius tephronotus,Grey-backed Shrike,Lanius tephronotus,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-46.9,-32.7,-16.1,-2.1,0.4,3,133650,133650,133650,340,17,36,55,10,1,,,Low,Uncertain,Uncertain,Moderate
Great Grey Shrike,Lanius excubitor,High,Rapid Decline,Decline,Large,Great Gray Shrike,Lanius excubitor,Great Grey Shrike,Lanius excubitor,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Grassland,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-87.8,-85.7,-83.3,-7.3,-5.9,-4.5,338130,338680,339230,583,14,26,36,10,1,37,Vulnerable,High,Strong Decline,Moderate Decline,Moderate
Lesser Grey Shrike,Lanius minor,,,,,Lesser Gray Shrike,Lanius minor,Lesser Grey Shrike,Lanius minor,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,1,100,,,14,,,,,,,
Masked Shrike,Lanius nubicus,,,,,Masked Shrike,Lanius nubicus,Masked Shrike,Lanius nubicus,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Woodchat Shrike,Lanius senator,,,,,Woodchat Shrike,Lanius senator,Woodchat Shrike,Lanius senator,Passeriformes,Laniidae (Shrikes),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Near Threatened,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Eurasian Jay,Garrulus glandarius,Low,Insufficient Data,Trend Inconclusive,Moderate,Eurasian Jay,Garrulus glandarius,Eurasian Jay,Garrulus glandarius,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,TRUE,,,,-3.9,-1.9,0,75150,75450,75750,124,14,39,53,12,1,,,Low,Data Deficient,Uncertain,Moderate
Black-headed Jay,Garrulus lanceolatus,Moderate,Decline,Stable,Moderate,Black-headed Jay,Garrulus lanceolatus,Black-headed Jay,Garrulus lanceolatus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Diurnal,Diurnal,Omnivore,Western Himalayas,FALSE,FALSE,TRUE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-52.1,-41.3,-27.8,-0.8,1.6,4,79330,79570,79810,138,15,44,60,11,1,,,Low,Uncertain,Uncertain,Moderate
Yellow-billed Blue Magpie,Urocissa flavirostris,Low,Increase,Trend Inconclusive,Moderate,Yellow-billed Blue-Magpie,Urocissa flavirostris,Yellow-billed Blue Magpie,Urocissa flavirostris,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Diurnal,Diurnal,Omnivore,Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,48.8,87.8,134.9,-0.2,2.7,5.5,112400,112630,112860,201,14,46,61,11,1,,,Low,Uncertain,Uncertain,Moderate
Red-billed Blue Magpie,Urocissa erythroryncha,Low,Stable,Stable,Moderate,Red-billed Blue-Magpie,Urocissa erythroryncha,Red-billed Blue Magpie,Urocissa erythroryncha,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-27.8,-12.4,4.7,-3.3,-1.5,0.3,89500,89790,90080,159,15,52,67,13,1,,,Low,Uncertain,Uncertain,Moderate
